Substance name,EC/List no.,CAS no.,BAS number,Product-type,Review Programme flag,New active substance flag,Annex I substance flag,Inclusion Category,Approval start date,Approval end date,Evaluating competent authority,Approval status,Assessment status,Assessment sub-status,Legal act,Link to legal act,R4BP asset number,Candidate for substitution,Factsheet URL,Related authorised biocidal products,RML ID,Substance information page
"2-Butanone, peroxide",215-661-2,1338-23-4,1227,PT03-Veterinary hygiene,true,false,false,0,,,Hungary,Not approved,,,Decision 2014/227/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1227/PT03,0,100.014.238,https://echa.europa.eu/substance-information/-/substanceinfo/100.014.238
"2-Butanone, peroxide",215-661-2,1338-23-4,1227,PT06-Preservatives for products during storage,true,false,false,0,,,Hungary,Not approved,,,Decision 2014/227/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1227/PT06,0,100.014.238,https://echa.europa.eu/substance-information/-/substanceinfo/100.014.238
2-butyl-benzo[d]isothiazol-3-one (BBIT),420-590-7,4299-07-4,1228,PT06-Preservatives for products during storage,true,false,false,0,,,Czechia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1228/PT06,0,100.101.927,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.927
2-butyl-benzo[d]isothiazol-3-one (BBIT),420-590-7,4299-07-4,1228,PT07-Film preservatives,true,false,false,0,,,Czechia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1228/PT07,0,100.101.927,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.927
2-butyl-benzo[d]isothiazol-3-one (BBIT),420-590-7,4299-07-4,1228,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Czechia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1228/PT09,0,100.101.927,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.927
2-butyl-benzo[d]isothiazol-3-one (BBIT),420-590-7,4299-07-4,1228,PT10-Construction material preservatives,true,false,false,0,,,Czechia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1228/PT10,0,100.101.927,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.927
2-butyl-benzo[d]isothiazol-3-one (BBIT),420-590-7,4299-07-4,1228,PT13-Working or cutting fluid preservatives,true,false,false,0,,,Czechia,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1228/PT13,0,100.101.927,https://echa.europa.eu/substance-information/-/substanceinfo/100.101.927
2-chloro-N-[[[4-(trif luoromethoxy) phenyl]amino]carbonyl]benzamide (Triflumuron),264-980-3,64628-44-0,1407,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,,,Italy,Not approved,,,(EU) 2015/1736,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015D1736,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1407/PT18,0,100.059.055,https://echa.europa.eu/substance-information/-/substanceinfo/100.059.055
"2-hydroxy-α,α,4-trimethylcyclohexanemethanol",255-953-7,42822-86-6,2085,PT19-Repellents and attractants,true,false,false,0,,,-,No longer supported,,,Decision (EU) 2021/1283     ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32021D1283,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2085/PT19,0,100.050.849,https://echa.europa.eu/substance-information/-/substanceinfo/100.050.849
"2-methyl-2,3-dihydro-1,2-thiazol-3-one hydrochloride",247-499-3,26172-54-3,2043,PT06-Preservatives for products during storage,false,true,false,0,,,Slovenia,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2043/PT06,0,100.043.166,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.166
2-methyl-2H-isothiazol-3-one (MIT),220-239-6,2682-20-4,1229,PT06-Preservatives for products during storage,true,false,false,0,01/02/2027,31/01/2037,Slovenia,Approved,,,COMMISSION IMPLEMENTING REGULATION(EU) 2025/1257,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025R1257,EU-0033828-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1229/PT06,0,100.018.399,https://echa.europa.eu/substance-information/-/substanceinfo/100.018.399
2-methyl-2H-isothiazol-3-one (MIT),220-239-6,2682-20-4,1229,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,01/01/2019,31/12/2028,Slovenia,Approved,,,Reg (EU)2017/1278,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1278,EU-0016096-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1229/PT11,0,100.018.399,https://echa.europa.eu/substance-information/-/substanceinfo/100.018.399
2-methyl-2H-isothiazol-3-one (MIT),220-239-6,2682-20-4,1229,PT12-Slimicides,true,false,false,0,01/04/2019,31/03/2029,Slovenia,Approved,,,Commission Implementing Regulation (EU) 2017/2004 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R2004,EU-0016704-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1229/PT12,0,100.018.399,https://echa.europa.eu/substance-information/-/substanceinfo/100.018.399
2-methyl-2H-isothiazol-3-one (MIT),220-239-6,2682-20-4,1229,PT13-Working or cutting fluid preservatives,true,false,false,0,01/10/2016,30/09/2026,Slovenia,Approved,,,(EU)2015/1726,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32015R1726,EU-0012189-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1229/PT13,0,100.018.399,https://echa.europa.eu/substance-information/-/substanceinfo/100.018.399
"2-methyl-4-oxo-3-(prop-2-ynyl)cyclopent-2-en-1-yl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate (Prallethrin)",245-387-9,23031-36-9,1353,"PT18-Insecticides, acaricides and products to control other arthropods",true,false,false,0,01/03/2026,29/02/2036,Greece,Approved,,,COMMISSION IMPLEMENTING REGULATION (EU) 2024/2576 ,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32024R2576,EU-0032477-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1353/PT18,0,100.041.246,https://echa.europa.eu/substance-information/-/substanceinfo/100.041.246
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,PT06-Preservatives for products during storage,true,false,false,0,,,France,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT06,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,PT07-Film preservatives,true,false,false,0,,,France,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT07,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,PT08-Wood preservatives,false,true,false,0,01/01/2018,31/12/2027,United Kingdom,Approved,,,Reg (EU)2017/1277,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32017R1277,EU-0016126-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT08,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,France,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT09,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,PT10-Construction material preservatives,true,false,false,0,,,France,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT10,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,PT11-Preservatives for liquid-cooling and processing systems,true,false,false,0,,,France,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT11,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-octyl-2H-isothiazol-3-one (OIT),247-761-7,26530-20-1,1230,PT13-Working or cutting fluid preservatives,true,false,false,0,,,France,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1230/PT13,0,100.043.404,https://echa.europa.eu/substance-information/-/substanceinfo/100.043.404
2-Phenoxyethanol,204-589-7,122-99-6,1231,PT01-Human hygiene,true,false,false,0,,,Italy,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1231/PT01,0,100.004.173,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.173
2-Phenoxyethanol,204-589-7,122-99-6,1231,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,true,false,false,0,,,Italy,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1231/PT02,0,100.004.173,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.173
2-Phenoxyethanol,204-589-7,122-99-6,1231,PT03-Veterinary hygiene,true,false,false,0,,,United Kingdom,Not approved,,,Decision 2014/227/EU,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32014D0227,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1231/PT03,0,100.004.173,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.173
2-Phenoxyethanol,204-589-7,122-99-6,1231,PT04-Food and feed area,true,false,false,0,,,Italy,,Initial application for approval in progress,Commission decision,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1231/PT04,0,100.004.173,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.173
2-Phenoxyethanol,204-589-7,122-99-6,1231,PT06-Preservatives for products during storage,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1231/PT06,0,100.004.173,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.173
2-Phenoxyethanol,204-589-7,122-99-6,1231,PT13-Working or cutting fluid preservatives,true,false,false,0,,,Italy,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1231/PT13,0,100.004.173,https://echa.europa.eu/substance-information/-/substanceinfo/100.004.173
"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate (CAS nr: 25322-99-0)/ Polymeric quaternary ammonium bromide (PQ Polymer)",-,-,1664,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,false,true,false,0,,,Netherlands,Not approved,,,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1664/PT02,0,100.265.844,https://echa.europa.eu/substance-information/-/substanceinfo/100.265.844
"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate and methyl 2-methyl-2-propenoate (CAS nr: 25322-99-0)/ Polymeric quaternary ammonium bromide (PQ Polymer)",-,-,1664,PT07-Film preservatives,false,true,false,0,,,Netherlands,Not approved,,,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1664/PT07,0,100.265.844,https://echa.europa.eu/substance-information/-/substanceinfo/100.265.844
2-thiazol-4-yl-1H-benzoimidazole (Thiabendazole),205-725-8,148-79-8,52,PT07-Film preservatives,true,false,false,0,,,Spain,,Initial application for approval in progress,Competent authority evaluation,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/52/PT07,0,100.005.206,https://echa.europa.eu/substance-information/-/substanceinfo/100.005.206
2-thiazol-4-yl-1H-benzoimidazole (Thiabendazole),205-725-8,148-79-8,52,PT08-Wood preservatives,true,false,false,0,01/07/2010,30/06/2020,Spain,Expired,,,Directive 2008/85/EC,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32008L0085,EU-0005401-0000,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/52/PT08,0,100.005.206,https://echa.europa.eu/substance-information/-/substanceinfo/100.005.206
2-thiazol-4-yl-1H-benzoimidazole (Thiabendazole),205-725-8,148-79-8,52,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Spain,,Initial application for approval in progress,Competent authority evaluation,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/52/PT09,0,100.005.206,https://echa.europa.eu/substance-information/-/substanceinfo/100.005.206
2-thiazol-4-yl-1H-benzoimidazole (Thiabendazole),205-725-8,148-79-8,52,PT10-Construction material preservatives,true,false,false,0,,,Spain,,Initial application for approval in progress,Competent authority evaluation,,,-,No,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/52/PT10,0,100.005.206,https://echa.europa.eu/substance-information/-/substanceinfo/100.005.206
"3,4,5-trihydroxybenzoic acid",205-749-9,149-91-7,2604,PT02-Disinfectants and algaecides not intended for direct application to humans or animals,false,true,false,2,,,-,,,,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/2604/PT02,0,100.005.228,https://echa.europa.eu/substance-information/-/substanceinfo/100.005.228
"3-(4-isopropylphenyl)-1,1-dimethylurea/ Isoproturon",251-835-4,34123-59-6,1321,PT07-Film preservatives,true,false,false,0,,,Germany,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1321/PT07,0,100.047.108,https://echa.europa.eu/substance-information/-/substanceinfo/100.047.108
"3-(4-isopropylphenyl)-1,1-dimethylurea/ Isoproturon",251-835-4,34123-59-6,1321,PT10-Construction material preservatives,true,false,false,0,,,Germany,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/1321/PT10,0,100.047.108,https://echa.europa.eu/substance-information/-/substanceinfo/100.047.108
3-iodo-2-propynylbutylcarbamate (IPBC),259-627-5,55406-53-6,39,PT06-Preservatives for products during storage,true,false,false,0,01/07/2015,31/12/2027,Denmark,Approved,Renewal in progress,Competent authority evaluation, Decision (EU) 2025/450,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D0450,EU-0005382-0000,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/39/PT06,4,100.054.188,https://echa.europa.eu/substance-information/-/substanceinfo/100.054.188
3-iodo-2-propynylbutylcarbamate (IPBC),259-627-5,55406-53-6,39,PT07-Film preservatives,true,false,false,0,,,Denmark,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/39/PT07,0,100.054.188,https://echa.europa.eu/substance-information/-/substanceinfo/100.054.188
3-iodo-2-propynylbutylcarbamate (IPBC),259-627-5,55406-53-6,39,PT08-Wood preservatives,true,false,false,0,01/07/2010,31/07/2026,Denmark,Approved,Renewal in progress,Commission decision,Decision (EU) 2025/970,http://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX:32025D0970,EU-0005383-0000,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/39/PT08,1673,100.054.188,https://echa.europa.eu/substance-information/-/substanceinfo/100.054.188
3-iodo-2-propynylbutylcarbamate (IPBC),259-627-5,55406-53-6,39,"PT09-Fibre, leather, rubber and polymerised materials preservatives",true,false,false,0,,,Denmark,,Initial application for approval in progress,Competent authority evaluation,,,-,Under assessment,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/39/PT09,0,100.054.188,https://echa.europa.eu/substance-information/-/substanceinfo/100.054.188
3-iodo-2-propynylbutylcarbamate (IPBC),259-627-5,55406-53-6,39,PT10-Construction material preservatives,true,false,false,0,,,Denmark,,Initial application for approval in progress,Commission decision,,,-,Yes,https://echa.europa.eu/information-on-chemicals/biocidal-active-substances/-/disas/factsheet/39/PT10,0,100.054.188,https://echa.europa.eu/substance-information/-/substanceinfo/100.054.188
