ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
67365,306979-40-8,306979408,,,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-(methylamino)ethyl]-.omega.-[(1,1,3,3-tetramethylbutyl)phenoxy]-, N-[(perfluoro-C4-8-alkyl)sulfonyl] derivs.",,UVCB,PMN; S,INACTIVE
67366,306980-27-8,306980278,,,"Sulfonamides, C4-8-alkane, perfluoro, N,N'-[1,6-hexanediylbis[(2-oxo-3,5-oxazolidinediyl)methylene]]bis[N-methyl-",,UVCB,PMN; S,INACTIVE
67367,307531-92-6,307531926,,,"Tricyclo[7.3.3.15,11]heptasiloxane-3,7,14-triol, 1,3,5,7,9,11,14-heptakis(2-methylpropyl)-",,,PMN,ACTIVE
67368,307532-05-4,307532054,,,"Fatty acids, C18-unsatd., dimers, polymers with ethylenediamine, 2-methyl-1,5-pentanediamine, piperazine, polypropylene glycol diamine, sebacic acid and stearic acid",,UVCB,PMN; XU,ACTIVE
67369,307952-50-7,307952507,,,"Siloxanes and Silicones, di-Me, di-Ph, polymers with vinyl silsesquioxanes, methoxy-terminated",,UVCB,PMN; XU,ACTIVE
67370,307952-72-3,307952723,,,"Siloxanes and Silicones, di-Ph, polymers with Ph silsesquioxanes, sec-butoxy- and [(trimethylsilyl)oxy]-terminated",,UVCB,PMN; XU,INACTIVE
67371,308062-01-3,308062013,,,"Aluminoxanes, Me",,UVCB,PMN,ACTIVE
67372,308068-11-3,308068113,,,"Lecithins, soya, hydrogenated",,UVCB,PMN,ACTIVE
67373,308070-77-1,308070771,,,"Siloxanes and Silicones, Me hydrogen, Me vinyl",,UVCB,PMN; XU,ACTIVE
67374,308074-31-9,308074319,,,"Quaternary ammonium compounds, (2-ethylhexyl)(hydrogenated tallow alkyl)dimethyl, Me sulfates",,UVCB,PMN,ACTIVE
67375,308074-73-9,308074739,,,"Quaternary ammonium compounds, tris(hydrogenated tallow alkyl)methyl, chlorides",,UVCB,PMN; S,ACTIVE
67376,308336-53-0,308336530,,,"Oxirane, 2-phenyl-, polymer with oxirane, mono(dihydrogen phosphate), decyl ether",,,PMN; XU,ACTIVE
67377,308336-62-1,308336621,,,"Oxirane, 2-phenyl-, polymer with oxirane, mono(dihydrogen phosphate), octyl ether",,,PMN; XU,ACTIVE
67378,308361-01-5,308361015,,,"Oxirane, 2-phenyl-, polymer with oxirane, mono(dihydrogen phosphate), 3,5,5-trimethylhexyl ether",,,PMN; XU,INACTIVE
67379,308362-88-1,308362881,,,"2-Propanol, 1-[4-(1-methylpropyl)phenoxy]-3-(2,2,3,3-tetrafluoropropoxy)-",,,PMN,ACTIVE
67380,309263-22-7,309263227,,,"Iodonium, (3-methylphenyl)phenyl-, ar'-C12-13-branched alkyl derivs., (OC-6-11)-hexafluoroantimonates(1-)",,UVCB,PMN,ACTIVE
67381,309934-69-8,309934698,,,"1,2-Benzenedicarboxylic acid, di-C6-14-branched and linear alkyl esters",,UVCB,PMN; S,ACTIVE
67382,310431-15-3,310431153,,,"2-Propen-1-aminium, N,N-dimethyl-N-2-propen-1-yl-, chloride (1:1), telomer with ethanedial, 2-mercaptoethanol and 2-propenamide",,,PMN; XU,ACTIVE
67383,310441-32-8,310441328,,,"Acid chlorides, coco, reaction products with 1-bromobutane, 2,2'-(butylimino)bis[ethanol] and (butylimino)bis[propanol]",,UVCB,PMN,ACTIVE
67384,310441-65-7,310441657,,,"1,3,5-Triazine-2,4,6-triamine, polymer with formaldehyde, methylated, hydrochlorides",,UVCB,PMN; XU,INACTIVE
67385,311810-35-2,311810352,,,"Benzenesulfonic acid, dodecyl-, branched, compds. with 2-[(2-aminoethyl)amino]ethanol",,UVCB,,ACTIVE
67386,312745-38-3,312745383,,,"Oxirane, 2-ethyl-, polymer with oxirane, mono-C11-14-isoalkyl ethers, C13-rich",,UVCB,PMN; XU,ACTIVE
67387,313227-95-1,313227951,,,"Ethene, homopolymer, (4-hydroxy-2,2,6,6-tetramethyl-1-piperidinyl)oxy derivs.",,UVCB,PMN; XU,INACTIVE
67388,313258-61-6,313258616,,,"Fats and Glyceridic oils, wheat germ","Extractives and their physically modified derivatives.  It consists primarily of the glycerides of the fatty acids linoleic and oleic.  Triticum aestivum, Gramineae.",UVCB,,ACTIVE
67389,313475-67-1,313475671,,,"2-Butenedioic acid (2Z)-, mixed diesters with C16-18 alcs. and polypropylene glycol",,UVCB,PMN; XU,ACTIVE
67390,313482-99-4,313482994,,,"9-Anthracenecarboxylic acid, (triethoxysilyl)methyl ester",,,PMN,ACTIVE
67391,313688-92-5,313688925,,,"Amines, N,N,N'-trimethyl-N'-tallow alkyltrimethylenedi-, reaction products with sodium 2-chloroacetate (1:1)",,UVCB,PMN,ACTIVE
67392,313973-37-4,313973374,,,"1,6-Heptadien-3-one, 2-cyclohexyl-",,,PMN,ACTIVE
67393,314289-55-9,314289559,,,"Benzenesulfonic acid, 2,5-bis[(1,3-dioxobutyl)amino]-, potassium salt (1:1)",,,PMN,INACTIVE
67394,314291-13-9,314291139,,,"Benzenesulfonic acid, 2,5-bis[(1,3-dioxobutyl)amino]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",,,PMN,ACTIVE
67395,315209-23-5,315209235,,,"Aluminum, [1,3-butanediolato(2-)-.kappa.O1,.kappa.O3][ethyl 3-(oxo-.kappa.O)butanoato-.kappa.O']-, (T-4)-",,,PMN,INACTIVE
67396,316157-14-9,316157149,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 1,3-isobenzofurandione, benzoate",,,PMN; XU,ACTIVE
67397,317833-96-8,317833968,,,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C12-14-sec-alkyl ethers, phosphates",,UVCB,XU,ACTIVE
67398,319002-92-1,319002921,,,"Propanoic acid, 2-(1,1-dimethylpropoxy)-, propyl ester, (2S)-",,,PMN,ACTIVE
67399,319926-36-8,319926368,,,"1,5-Naphthalenedisulfonic acid, 3-[2-[2-(acetylamino)-4-aminophenyl]diazenyl]-, sodium salt (1:2), reaction products with 2-[[4-[(4,6-dichloro-1,3,5-triazin-2-yl)amino]phenyl]sulfonyl]ethyl hydrogen sulfate, hydrolyzed",,UVCB,PMN,ACTIVE
67400,319926-68-6,319926686,,,"Benzenesulfonic acid, dodecyl-, branched, compds. with N1,N1-dimethyl-1,3-propanediamine (2:1)",,UVCB,PMN; S,ACTIVE
67401,320341-49-9,320341499,,,"Carbonic acid, dimethyl ester, polymer with 1,2-ethanediamine, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl), 1,1'-methylenebis[4-isocyanatocyclohexane] and 2,2'-(methylimino)bis[ethanol], compd. with dimethyl sulfate",,,PMN; XU,INACTIVE
67402,320748-53-6,320748536,,,"Benzenesulfonic acid, 4-chloro-2-[2-[4,5-dihydro-3-methyl-5-oxo-1-(3-sulfophenyl)-1H-pyrazol-4-yl]diazenyl]-5-methyl-, ammonium calcium salt (2:2:1)",,,PMN,ACTIVE
67403,320779-99-5,320779995,,,"Fatty acids, tall-oil, C12-13-alkyl esters",,UVCB,,INACTIVE
67404,321657-09-4,321657094,,,"1-Propanaminium, N,N,N-trimethyl-3-[(2-methyl-1-oxo-2-propen-1-yl)amino]-, chloride (1:1), polymer with 2-propenamide and 2-propenoic acid, sodium salt",,,PMN; XU,ACTIVE
67405,321679-52-1,321679521,,,"1,3,5-Naphthalenetrisulfonic acid, 7-[2-[4-[2-[4-[[4-[[2-[2-(ethenylsulfonyl)ethoxy]ethyl]amino]-6-fluoro-1,3,5-triazin-2-yl]amino]phenyl]diazenyl]phenyl]diazenyl]-, sodium salt (1:3)",,,PMN,ACTIVE
67406,321912-24-7,321912247,,,".beta.-Alanine, N-[5-[[4-chloro-6-[[8-hydroxy-3,6-disulfo-7-[2-(1-sulfo-2-naphthalenyl)diazenyl]-1-naphthalenyl]amino]-1,3,5-triazin-2-yl]amino]-2-sulfo-4-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]phenyl]-, sodium salt (1:?)",,,PMN,ACTIVE
67407,321912-47-4,321912474,,,".beta.-Alanine, N-[5-[[4-[[3-[(aminocarbonyl)amino]-4-[2-(3,6,8-trisulfo-2-naphthalenyl)diazenyl]phenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]-2-sulfo-4-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]phenyl]-, sodium salt (1:?)",,,PMN,ACTIVE
67408,321992-77-2,321992772,,,"Benzoic acid, 2,4,6-trichloro-, sodium salt (1:1)",,,PMN; S; 5E,ACTIVE
67409,322408-02-6,322408026,,,"Fatty acids, C8-10, polymers with 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, oleic acid, polyethylene glycol ether with pentaerythritol (4:1), trimethylolpropane and 10-undecenoic acid, epoxidized",,UVCB,PMN; XU,INACTIVE
67410,323195-50-2,323195502,,,"2-Anthracenesulfonic acid, 1-amino-4-[[3-[[4-chloro-6-[[3-[[[2-(ethenylsulfonyl)ethyl]amino]carbonyl]phenyl]amino]-1,3,5-triazin-2-yl]amino]-2,4,6-trimethyl-5-sulfophenyl]amino]-9,10-dihydro-9,10-dioxo-, sodium salt (1:2)",,,PMN,ACTIVE
67411,323578-71-8,323578718,,,"Siloxanes and Silicones, di-Me, 3-(2-oxiranylmethoxy)propyl group-terminated, reaction products with ethanolamine and polypropylene glycol diglycidyl ether",,UVCB,PMN; XU,ACTIVE
67412,324035-09-8,324035098,,,"Oxirane, 2-methyl-, polymer with oxirane, ether with 1,2,3-propanetriol (3:1), polymer with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, 1-decanol- and 1-octanol-blocked",,UVCB,PMN; XU,INACTIVE
67413,324751-08-8,324751088,,,"Benzenesulfonic acid, dodecyl-, branched, compds. with ethylenediamine",,UVCB,,ACTIVE
67414,324751-11-3,324751113,,,"Benzenesulfonic acid, dodecyl-, branched, compds. with butylamine",,UVCB,,ACTIVE
67415,325855-89-8,325855898,,,"Butanoyl chloride, 2-[[4-[(2-hexyldecyl)oxy]phenyl]sulfonyl]-",,,PMN,ACTIVE
67416,325855-90-1,325855901,,,"Benzamide, 3,4-dichloro-N-[5-chloro-4-[[2-[[4-[(2-hexyldecyl)oxy]phenyl]sulfonyl]-1-oxobutyl]amino]-2-hydroxyphenyl]-",,,PMN,ACTIVE
67417,326493-69-0,326493690,,,"Soybean oil, polymer with diethylene glycol, phthalic anhydride and polymethylenepolyphenylene isocyanate",,UVCB,PMN; XU,ACTIVE
67418,326597-59-5,326597595,,,"Hexanedioic acid, polymer with dimethyl carbonate, 1,6-hexanediol, hydrazine, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 1,5-pentanediol, compd. with N,N-diethylethanamine",,,PMN; XU,ACTIVE
67419,326802-93-1,326802931,,,"Castor oil, polymer with ethylenediamine, 1,6-hexanediol, hydrazine, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane] and soybean oil",,UVCB,PMN; XU,ACTIVE
67420,326814-15-7,326814157,,,"Ethanol, 2,2'-(methylimino)bis-, polymer with 1,2-ethanediamine, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl) and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",,,PMN; XU,ACTIVE
67421,326854-01-7,326854017,,,"Fatty acids, C18-unsatd., dimers, polymers with benzoic acid, ethylenediamine, hexamethylenediamine, propionic acid and triethylenetetramine",,UVCB,XU,INACTIVE
67422,326855-77-0,326855770,,,Silicon sodium strontium titanium hydroxide oxide,,,PMN,ACTIVE
67423,327177-98-0,327177980,,,"Chromate(3-), bis[3-[2-[4-amino-1,6-dihydro-2-[[[4-[2-(2-hydroxy-1-naphthalenyl)diazenyl]phenyl]sulfonyl]amino]-6-(oxo-.kappa.O)-5-pyrimidinyl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-5-nitrobenzenesulfonato(3-)]-, sodium salts, compds. with triethanolamine",,UVCB,PMN; S,INACTIVE
67424,327619-39-6,327619396,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, polymer with 1,6-diisocyanato-2,2,4-trimethylhexane and 1,6-diisocyanato-2,4,4-trimethylhexane, 2-oxepanone homopolymer 2-[(1-oxo-2-propen-1-yl)oxy]ethyl ester-blocked",,UVCB,PMN; XU,ACTIVE
67425,328235-05-8,328235058,,,"Propanol, [(1-methyl-1,2-ethanediyl)bis(oxy)]bis-, polymer with 1,1'-methylenebis[isocyanatobenzene], oxybis[propanol] and .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]]",,,PMN; XU,INACTIVE
67426,328389-90-8,328389908,,,"1,2-Propanediol, 3-(diethylamino)-, polymers with 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane, propylene glycol and reduced Me esters of reduced polymd. oxidized tetrafluoroethylene, 2-ethyl-1-hexanol-blocked, acetates (salts)",,UVCB,PMN; S,ACTIVE
67427,328405-27-2,328405272,,,"Tetradecene, homopolymer, hydrogenated",,UVCB,PMN; XU,INACTIVE
67428,328568-49-6,328568496,,,"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with N-(1,1-dimethyl-3-oxobutyl)-2-propenamide and 2-propenamide, 2,2'-(1,2-diazenediyl)bis[2-methylpropanimidamide] hydrochloride (1:2)-initiated",,UVCB,PMN; XU,ACTIVE
67429,328569-19-3,328569193,,,"1,3-Benzenedicarboxylic acid, 5-hydroxy-, polymers with 3-(4-aminophenoxy)benzenamine, 3-carboxy-1-cyano-1-methylpropyl-terminated acrylonitrile-butadiene polymer and isophthalic acid",,UVCB,PMN; XU,INACTIVE
67430,329039-38-5,329039385,,,"Silanediol, 1-methyl-1-(1-methylethoxy)-, 1,1-diacetate",,,PMN,ACTIVE
67431,329909-27-5,329909275,,,"Alkanes, C10-15-iso-, cyclic and linear",,UVCB,PMN,ACTIVE
67432,329925-33-9,329925339,,,"Oxacyclopentadec-10-en-2-one, 13-methyl-",,,PMN,ACTIVE
67433,329928-84-9,329928849,,,"Lysolecithins, soya",,UVCB,PMN; S; 5E,ACTIVE
67434,329968-17-4,329968174,,,"Copper, [[[[C,C,C,C-tetrakis[2-methyl-1-(1-methylethyl)propoxy]-29H,31H-phthalocyanin-C-yl-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]methoxy]carbonyl]ferrocenato(2-)]-",,,PMN,ACTIVE
67435,330198-53-3,330198533,,,"Fatty acids, C16-18 and C18-unsatd., esters with sucrose",,UVCB,PMN,ACTIVE
67436,330198-88-4,330198884,,,"Fatty acids, C16-18 and C18-unsatd., mixed esters with docosanoic acid, eicosanoic acid and sucrose",,UVCB,PMN,ACTIVE
67437,330666-78-9,330666789,,,"2-Propenoic acid, polymer with .alpha.-sulfo-.omega.-(2-propen-1-yloxy)poly(oxy-1,2-ethanediyl) ammonium salt (1:1), sodium salt",,,PMN; XU,ACTIVE
67438,330809-36-4,330809364,,,"Siloxanes and Silicones, di-Me, 3-(2-oxiranylmethoxy)propyl group-terminated, reaction products with N1,N1-dibutyl-1,3-propanediamine",,UVCB,PMN; XU,ACTIVE
67439,330815-96-8,330815968,,,"Pyrrolo[3,4-c]pyrrole-1,4-dione, 2,5-dihydro-3,6-bis[3(or 4)-methylphenyl]-",,,PMN,ACTIVE
67440,330980-61-5,330980615,,,".alpha.-D-Glucopyranoside, 2-ethylhexyl 6-O-.alpha.-D-glucopyranosyl-",,,PMN,INACTIVE
67441,331465-39-5,331465395,,,"2,7-Naphthalenedisulfonic acid, 4-[[4-chloro-6-(1-naphthalenylamino)-1,3,5-triazin-2-yl]amino]-5-hydroxy-, sodium salt (1:2), reaction products with 2-amino-4-[(2,3-dibromo-1-oxopropyl)amino]benzenesulfonic acid and sodium nitrite (1:1), trisodium salts",,UVCB,PMN,ACTIVE
67442,331955-56-7,331955567,,,"Isocyanic acid, polymethylenepolyphenylene ester, branched 4-nonylphenol-blocked",,UVCB,PMN; XU,INACTIVE
67443,331984-35-1,331984351,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 2-methylpropyl 2-methyl-2-propenoate and 1,2-propanediol mono-2-propenoate",,,PMN; XU,ACTIVE
67444,332079-07-9,332079079,,,"Boron, trifluoro(tetrahydrofuran)-, (T-4)-, polymer with 3-methyl-3-[(2,2,2-trifluoroethoxy)methyl]oxetane, ether with 2,2-dimethyl-1,3-propanediol (2:1)",,,PMN; XU,ACTIVE
67445,332142-67-3,332142673,,,"Quino[2,3-b]acridine-7,14-dione, 5,12-dihydro-, (1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl derivs.",,UVCB,PMN,ACTIVE
67446,332350-90-0,332350900,,,"Phosphonium, tributyl(2-methoxypropyl)-, salt with 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-1-butanesulfonamide (1:1)",,,PMN; SP; 5E,ACTIVE
67447,332350-93-3,332350933,,,"Phosphonium, triphenyl(phenylmethyl)-, salt with 1,1,2,2,3,3,4,4,4-nonafluoro-N-methyl-1-butanesulfonamide (1:1)",,,PMN; SP; 5E,ACTIVE
67448,333784-10-4,333784104,,,"2-Oxiranemethanol, homopolymer, mono(nonylphenyl) ether, branched and linear",,UVCB,PMN; S,INACTIVE
67449,333955-69-4,333955694,,,"Benzenamine, N-phenyl-, ar-(C9-rich C8-10-branched alkyl) derivs.",,UVCB,PMN; S,ACTIVE
67450,333955-70-7,333955707,,,"Benzenamine, N-phenyl-, ar,ar'-(C9-rich C8-10-branched alkyl) derivs.",,UVCB,PMN; S,ACTIVE
67451,333955-79-6,333955796,,,"10H-Phenothiazine, ar-(C9-rich C8-10-branched alkyl) derivs.",,UVCB,PMN; S,ACTIVE
67452,333955-80-9,333955809,,,"10H-Phenothiazine, ar,ar'-(C9-rich C8-10-branched alkyl) derivs.",,UVCB,PMN; S,ACTIVE
67453,333967-94-5,333967945,,,"2-Propenoic acid, 2-hydroxypropyl ester, polymer with chloroethene, 1,4-cyclohexanedimethanol, 2,2-dimethyl-1,3-propanediol, ethenyl acetate, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 2-oxepanone",,,PMN; XU,INACTIVE
67454,334636-90-7,334636907,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 2-hydroxyethyl 2-methyl-2-propenoate, N-(hydroxymethyl)-2-propenamide, 2-methyl-2-propenamide and 2-propenenitrile, ammonium salt",,,PMN; XU,ACTIVE
67455,335202-81-8,335202818,,,"Glycine, N,N'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino[6-[(4-sulfophenyl)amino]-1,3,5-triazine-4,2-diyl]]]bis[N-(carboxymethyl)-, sodium salt (1:4), compd. with 2-(chloromethyl)oxirane polymer with D-glucitol, N-methylmethanamine and 1,2,3-propanetriol formate (salt)",,,PMN; XU,ACTIVE
67456,335349-50-3,335349503,,,"Lignosulfonic acid, ethoxylated, compds. with polyaniline, p-toluenesulfonates",,UVCB,PMN; XU,ACTIVE
67457,335646-00-9,335646009,UID-2016-00089,20260919,"Neodecanoic acid, 2-hydroxy-3-[(1-oxo-2-propen-1-yl)oxy]propyl ester",,,PMN,ACTIVE
67458,336185-21-8,336185218,,,"Oils, marjoram, pot","Extractives and their physically modified derivatives.  Origanum vulgare, Labiatae.",UVCB,PMN,ACTIVE
67459,337367-19-8,337367198,,,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, polymer with 1,6-diisocyanatohexane, polyethylene glycol mono-C12-14-alkyl ethers-blocked",,UVCB,PMN; XU,INACTIVE
67460,337493-35-3,337493353,,,"2-Propenoic acid, polymer with 1-ethenyl-2-pyrrolidinone, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-1-propanesulfonic acid and 2-propenamide, ammonium salt",,,PMN; XU,ACTIVE
67461,337966-38-8,337966388,,,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, ethers with polyethylene-polypropylene glycol monobenzoate",,UVCB,PMN; XU,INACTIVE
67462,337974-35-3,337974353,,,"Fatty acids, C18-unsatd., dimers, polymers with bisphenol A, epichlorohydrin, ethoxylated tallow alkyl amines, ethylene oxide and propylene oxide",,UVCB,PMN; XU,ACTIVE
67463,338450-16-1,338450161,,,"Fatty acids, tall-oil, C12-13-alkyl esters, mixed with 1-hexadecene and 1-octadecene, sulfurized",,UVCB,PMN,ACTIVE
67464,338735-71-0,338735710,,,"2H-Indeno[4,5-b]furan, decahydro-2,6,6,7,8,8-hexamethyl-",,,PMN,ACTIVE
67465,338797-73-2,338797732,,,"Starch, reaction products with glycerol and glyoxal",,UVCB,PMN; XU,ACTIVE
67466,339164-14-6,339164146,,,"Benzenesulfonic acid, 4-hydroxy-, reaction products with formaldehyde, 2-[(4-hydroxyphenyl)sulfonyl]phenol and 4,4'-sulfonylbis[phenol], sodium salts",,UVCB,PMN,ACTIVE
67467,340020-79-3,340020793,,,"Oxirane, 2-methyl-, polymer with oxirane, ether with 2,4(or 2,6)-bis[[bis(2-hydroxyethyl)amino]methyl]phenol (5:1)",,,PMN; XU,ACTIVE
67468,340181-06-8,340181068,,,Bismuth bromide iodide oxide,,,PMN; S; 5E,ACTIVE
67469,341017-24-1,341017241,,,"2-Hexen-1-ol, 3-methyl-, 1-acetate",,,PMN,ACTIVE
67470,342410-84-8,342410848,,,"1,3-Isobenzofurandione, reaction products with diethanolamine",,UVCB,,INACTIVE
67471,342573-75-5,342573755,,,"1H-Imidazolium, 3-ethyl-1-methyl-, ethyl sulfate (1:1)",,,PMN,ACTIVE
67472,342899-44-9,342899449,,,"Fatty acids, C18-unsatd., dimers, polymers with acrylic acid, glycidyl methacrylate and pentaerythritol",,UVCB,PMN; XU,ACTIVE
67473,342904-17-0,342904170,,,"Hexanedioic acid, polymer with 1,4-butanediol, 2-(chloromethyl)oxirane, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,3-isobenzofurandione and 4,4'-(1-methylethylidene)bis[phenol], 2-propenoate",,,PMN; XU,ACTIVE
67474,343326-68-1,343326681,,,"Hexanedioic acid, polymer with dimethyl carbonate, 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 2-oxepanone",,,PMN; XU,ACTIVE
67475,343611-53-0,343611530,,,"Siloxanes and Silicones, Me 3,3,3-trifluoropropyl, polymers with Me silsesquioxanes, hydroxy-terminated",,UVCB,PMN; XU,ACTIVE
67476,343859-75-6,343859756,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-[(2-oxo-1,3-dioxolan-4-yl)methoxy]-, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1)",,,PMN; XU,ACTIVE
67477,343978-15-4,343978154,,,"Heptadecanol, hydrogen sulfate, branched, sodium salt",,UVCB,PMN,ACTIVE
67478,343978-24-5,343978245,,,"Hexadecanol, hydrogen sulfate, branched, sodium salt",,UVCB,PMN,ACTIVE
67479,344345-97-7,344345977,,,"Phenol, ethylated",,UVCB,,INACTIVE
67480,344562-80-7,344562807,,,"Iodonium, (4-methylphenyl)[4-(2-methylpropyl)phenyl]-, hexafluorophosphate(1-) (1:1)",,,PMN,ACTIVE
67481,344774-05-6,344774056,,,"Phosphonium, methyltris(2-methylpropyl)-, 4-methylbenzenesulfonate (1:1)",,,PMN,ACTIVE
67482,344776-75-6,344776756,,,"1H-Pyrazole-3-carboxylic acid, 4-[2-[5-[[4-[[5-amino-2-sulfo-4-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]phenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]-2-sulfophenyl]diazenyl]-4,5-dihydro-5-oxo-1-(4-sulfophenyl)-, sodium salt (1:5)",,,PMN,INACTIVE
67483,344783-57-9,344783579,,,"Oxirane, 2-methyl-, polymer with .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)], 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and oxirane",,,PMN; XU,ACTIVE
67484,345269-15-0,345269150,,,"Boron, tributyl(3-methoxy-1-propanamine-.kappa.N)-, (T-4)-",,,PMN,ACTIVE
67485,345897-73-6,345897736,,,"Carbonic acid, dimethyl ester, polymer with 2-methyl-1,8-octanediol and 1,9-nonanediol",,,PMN; XU,ACTIVE
67486,345909-86-6,345909866,,,"Vinyl acetal polymers, butyrals, trimellitates, compds. with triethylamine",,UVCB,PMN; XU,ACTIVE
67487,345910-11-4,345910114,,,"2,5-Furandione, polymer with 2-(chloromethyl)oxirane, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl) ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1), and 4,4'-(1-methylethylidene)bis[phenol], 2-propenoate, reaction products with diethanolamine",,UVCB,PMN; XU,ACTIVE
67488,346441-75-6,346441756,,,"Siloxanes and Silicones, di-Me, 10-carboxydecyl group- and [(trimethylsilyl)oxy]-terminated",,UVCB,PMN; XU,ACTIVE
67489,346577-52-4,346577524,,,"Cyclosilazanes, Me hydrogen, polymers with Me hydrogen silazanes",,UVCB,PMN; XU,ACTIVE
67490,346577-55-7,346577557,,,"Cyclosilazanes, di-Me, Me hydrogen, polymers with di-Me, Me hydrogen silazanes",,UVCB,PMN; XU,ACTIVE
67491,346577-57-9,346577579,,,"Cyclosilazanes, di-Me, Me hydrogen, polymers with di-Me, Me hydrogen silazanes and hydroxy-terminated di-Me siloxanes",,UVCB,PMN; XU,INACTIVE
67492,346693-15-0,346693150,,,"Chromate(4-), [6-amino-3-[2-[5-(aminosulfonyl)-2-(hydroxy-.kappa.O)phenyl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-2-naphthalenesulfonato(3-)][6-amino-4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-5-nitro-3-sulfophenyl]diazenyl-.kappa.N1]-2-naphthalenesulfonato(4-)]-, sodium (1:4)",,,PMN,ACTIVE
67493,346693-16-1,346693161,,,"Chromate(3-), bis[6-amino-3-[2-[5-(aminosulfonyl)-2-(hydroxy-.kappa.O)phenyl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-2-naphthalenesulfonato(3-)]-, sodium (1:3)",,,PMN,INACTIVE
67494,346709-17-9,346709179,,,"Hexanedioic acid, polymer with 5(or 6)-carboxy-4-hexyl-2-cyclohexene-1-octanoic acid, 2,5-furandione and 2,2'-oxybis[ethanol], sulfo derivs., sodium salts",,UVCB,PMN; XU,ACTIVE
67495,346709-18-0,346709180,,,"Chromate(4-), [6-amino-3-[2-[5-(aminosulfonyl)-2-(hydroxy-.kappa.O)phenyl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-2-naphthalenesulfonato(3-)][6-amino-4-(hydroxy-.kappa.O)-3-[2-[2-(hydroxy-.kappa.O)-5-nitro-3-sulfophenyl]diazenyl-.kappa.N1]-2-naphthalenesulfonato(4-)]-, potassium sodium",,UVCB,PMN,ACTIVE
