CAS Number,CAS Name,Name,Approval
68391-54-8,"Formic acid, compd. with 2,2'-iminobis[ethanol] (1:1)","Formic acid, compd. with 2,2'-iminobis[ethanol] (1:1)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68398-18-5,"6-Thiabicyclo[3.2.1]octane, 4,7,7-trimethyl-","6-Thiabicyclo3.2.1octane, 4,7,7-trimethyl-",Does not have an individual approval but may be used under an appropriate group standard
68399-63-3,"Phosphonic acid, [[[2-[(2-aminoethyl)amino]ethyl]amino]methyl]-, N,N-bis(phosphonomethyl) deriv., sodium salt","Phosphonic acid, 2-(2-aminoethyl)aminoethylaminomethyl-, N,N-bis(phosphonomethyl) deriv., sodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68399-68-8,"Phosphonic acid, [iminobis(2,1-ethanediyliminomethylene)]bis-, N,N-bis(phosphonomethyl) deriv., sodium salt","Phosphonic acid, iminobis(2,1-ethanediyliminomethylene)bis-, N,N-bis(phosphonomethyl) deriv., sodium salt",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68399-78-0,"1-Piperazinepropanesulfonic acid, .beta.-hydroxy-4-(2-hydroxyethyl)-","1-Piperazinepropanesulfonic acid, .beta.-hydroxy-4-(2-hydroxyethyl)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68399-80-4,"1-Propanesulfonic acid, 3-[bis(2-hydroxyethyl)amino]-2-hydroxy-","1-Propanesulfonic acid, 3-bis(2-hydroxyethyl)amino-2-hydroxy-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68399-93-9,"2,7-Naphthalenedisulfonic acid, 4-amino-6-[[2,5-dimethoxy-4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-5-hydroxy-3-[[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]azo]-","2,7-Naphthalenedisulfonic acid, 4-amino-6-2,5-dimethoxy-4-2-(sulfooxy)ethylsulfonylphenylazo-5-hydroxy-3-4-2-(sulfooxy)ethylsulfonylphenylazo-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68400-06-6,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,2-dimethyl-1,3-propanediol and 1,6-hexanediol","1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 2,2-dimethyl-1,3-propanediol and 1,6-hexanediol",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68400-07-7,"Silanetriol, (3-aminopropyl)-, homopolymer","Silanetriol, (3-aminopropyl)-, homopolymer",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68400-66-8,"Formaldehyde, polymer with N-(2-aminoethyl)-1,2-ethanediamine and methyloxirane","Formaldehyde, polymer with N-(2-aminoethyl)-1,2-ethanediamine and methyloxirane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68400-67-9,"1,3-Butanediol, polymer with .alpha.-butyl-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)] and 1,3-diisocyanatomethylbenzene","1,3-Butanediol, polymer with .alpha.-butyl-.omega.-hydroxypolyoxy(methyl-1,2-ethanediyl) and 1,3-diisocyanatomethylbenzene",Does not have an individual approval but may be used under an appropriate group standard
68400-72-6,"2-Butenedioic acid (2E)-, polymer with methyloxirane and oxirane","2-Butenedioic acid (2E)-, polymer with methyloxirane and oxirane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68400-79-3,"Thiodiphosphonic acid ([(HS)HP(S)]2S), bis(2,6,6-trimethylbicyclo[3.1.1]hept-2-enyl)-, bis(2,6,6-trimethylbicyclo[3.1.1]hept-2-enyl) ester","Thiodiphosphonic acid ((HS)HP(S)2S), bis(2,6,6-trimethylbicyclo3.1.1hept-2-enyl)-, bis(2,6,6-trimethylbicyclo3.1.1hept-2-enyl) ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68403-88-3,"Phenol, 2,4,6-tris[(dimethylamino)methyl]-, polymer with [(2-methylphenoxy)methyl]oxirane","Phenol, 2,4,6-tris[(dimethylamino)methyl]-, polymer with [(2-methylphenoxy)methyl]oxirane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68409-57-4,"Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethylhexyl ester","Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethylhexyl ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68409-59-6,"Alcohols, C12-14, propoxylated","Alcohols, C12-14, propoxylated",Does not have an individual approval but may be used under an appropriate group standard
68409-70-1,"Amines, polyethylenepoly-, polymers with 1,2-dichloroethane","Amines, polyethylenepoly-, polymers with 1,2-dichloroethane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68409-71-2,"Animal tissue, hydrolyzates","Animal tissue, hydrolyzates",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68409-80-3,"Fatty acids, C6-19-branched, calcium salts","Fatty acids, C6-19-branched, calcium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68409-81-4,"Fatty acids, C6-19-branched, cobalt(2+) salts","Fatty acids, C6-19-branched, cobalt(2+) salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68409-97-2,"Coumarone-indene resins, polymers with linseed oil and tung oil","Coumarone-indene resins, polymers with linseed oil and tung oil",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-00-4,"Distillates (petroleum), crude oil","Distillates (petroleum), crude oil",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-16-2,"Distillates (petroleum), steam-cracked, polymers with light steam-cracked petroleum naphtha","Distillates (petroleum), steam-cracked, polymers with light steam-cracked petroleum naphtha",Does not have an individual approval but may be used under an appropriate group standard
68410-18-4,"Fatty acids, C18-unsatd., dimers, compds. with tall-oil fatty acids and N-tallow alkyltrimethylenediamines","Fatty acids, C18-unsatd., dimers, compds. with tall-oil fatty acids and N-tallow alkyltrimethylenediamines",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-22-0,"Fatty acids, C18-unsatd., dimers, reaction products with diethylenetriamine","Fatty acids, C18-unsatd., dimers, reaction products with diethylenetriamine",Does not have an individual approval but may be used under an appropriate group standard
68410-23-1,"Fatty acids, C18-unsatd., dimers, reaction products with polyethylenepolyamines","Fatty acids, C18-unsatd., dimers, reaction products with polyethylenepolyamines",Does not have an individual approval but may be used under an appropriate group standard
68410-26-4,"Zinc, oxo tall-oil fatty acid aluminum complexes","Zinc, oxo tall-oil fatty acid aluminum complexes",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-45-7,"Gelatins, hydrolyzates","Gelatins, hydrolyzates",Does not have an individual approval but may be used under an appropriate group standard
68410-55-9,"Linseed oil, polymer with isophthalic acid, pentaerythritol, phthalic acid, TDI and trimethylolethane","Linseed oil, polymer with isophthalic acid, pentaerythritol, phthalic acid, TDI and trimethylolethane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-62-8,"Naphthenic acids, ethoxylated","Naphthenic acids, ethoxylated",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-69-5,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-[bis(2-aminoethyl)methylammonio]ethyl]-.omega.-hydroxy-, N,N'-ditallow acyl derivs., Me sulfates (salts)","Poly(oxy-1,2-ethanediyl), .alpha.-[2-[bis(2-aminoethyl)methylammonio]ethyl]-.omega.-hydroxy-, N,N'-ditallow acyl derivs., Me sulfates (salts)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-86-6,"Schiff bases, benzylidene C14-24-alkyl","Schiff bases, benzylidene C14-24-alkyl",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-97-9,"Distillates (petroleum), light distillate hydrotreating process, low-boiling","Distillates (petroleum), light distillate hydrotreating process, low-boiling",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68410-99-1,"Alkenes, polymd., chlorinated","Alkenes, polymd., chlorinated",Does not have an individual approval but may be used under an appropriate group standard
68411-04-1,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(dimethylamino)propyl]amino]sulfonyl derivs.","Copper, 29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32-, 3-(dimethylamino)propylaminosulfonyl derivs.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-05-2,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, (dimethylamino)methyl derivs.","Copper, 29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32-, (dimethylamino)methyl derivs.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-06-3,"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, (1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl derivs.","Copper, 29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32-, (1,3-dihydro-1,3-dioxo-2H-isoindol-2-yl)methyl derivs.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-18-7,"Butanoic acid, 3-oxo-, reaction products with bromo-3-nonanone","Butanoic acid, 3-oxo-, reaction products with bromo-3-nonanone",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-19-8,"Butanal, reaction products with butylamine","Butanal, reaction products with butylamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-20-1,"Butanal, reaction products with aniline","Butanal, reaction products with aniline",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-27-8,"Benzoic acid, C12-15-alkyl esters","Benzoic acid, C12-15-alkyl esters",Does not have an individual approval but may be used under an appropriate group standard
68411-30-3,"Benzenesulfonic acid, C10-13-alkyl derivs., sodium salts","Benzenesulphonic acid, C10-13-alkyl derivs., sodium salts",Does not have an individual approval but may be used under an appropriate group standard
68411-31-4,"Benzenesulfonic acid, C10-13-alkyl derivs., compds. with triethanolamine","Benzenesulfonic acid, C10-13-alkyl derivs., compds. with triethanolamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-32-5,"Benzenesulfonic acid, dodecyl-, branched","Benzenesulfonic acid, dodecyl-, branched",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-46-1,"Benzenamine, N-phenyl-, reaction products with 2,4,4-trimethylpentene","Benzenamine, N-phenyl-, reaction products with 2,4,4-trimethylpentene",Does not have an individual approval but may be used under an appropriate group standard
68411-57-4,".beta.-Alanine, N-(2-aminoethyl)-N-[2-(2-carboxyethoxy)ethyl]-, N-coco acyl derivs., disodium salts","N-(2-Coconut oil amidoethyl)-N-[2-(2-carboxyethyl)oxyethyl]-.beta.-aminopropionic acid, disodium salt",Does not have an individual approval but may be used under an appropriate group standard
68411-58-5,"2,5-Furandione, 3-(dodecen-1-yl)dihydro-, reaction products with propylene oxide","2,5-Furandione, 3-(dodecen-1-yl)dihydro-, reaction products with propylene oxide",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-63-2,"Formaldehyde, reaction products with o-toluidine","Formaldehyde, reaction products with o-toluidine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-71-2,"1,2-Ethanediamine, N-(2-aminoethyl)-, reaction products with bisphenol A diglycidyl ether homopolymer","1,2-Ethanediamine, N-(2-aminoethyl)-, reaction products with bisphenol A diglycidyl ether homopolymer",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-74-5,"Anthra[9,1,2-cde]benzo[rst]pentaphene-5,10-dione, lauryl derivs.","Anthra9,1,2-cdebenzorstpentaphene-5,10-dione, lauryl derivs.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-75-6,"Dinaphtho[1,2,3-cd:1',2',3'-lm]perylene-9,18-dione, lauryl derivs.","Dinaphtho[1,2,3-cd:1',2',3'-lm]perylene-9,18-dione, lauryl derivs.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-85-8,"Hydrazinecarboximidamide, 2-[(2-hydroxyphenyl)methylene]-, reaction products with 2-undecanone","Hydrazinecarboximidamide, 2-[(2-hydroxyphenyl)methylene]-, reaction products with 2-undecanone",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-90-5,"Hexanedinitrile, hydrogenated, high-boiling fraction","Hexanedinitrile, hydrogenated, high-boiling fraction",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-92-7,"Guar gum, oxidized","Guar gum, oxidized",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-96-1,"Glycine, N-methyl-, N-coco acyl derivs., compds. with triethanolamine","Glycine, N-methyl-, N-coco acyl derivs., compds. with triethanolamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68411-97-2,"Glycine, N-methyl-, N-coco acyl derivs.","Glycine, N-methyl-, N-coco acyl derivs.",Does not have an individual approval but may be used under an appropriate group standard
68412-00-0,"Glycine, N-(carboxymethyl)-N-[2-[(2-hydroxyethyl)amino]ethyl]-, monococo acyl derivs. disodium salts","Glycine, N-(carboxymethyl)-N-2-(2-hydroxyethyl)aminoethyl-, monococo acyl derivs. disodium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-01-1,"D-Glucitol, reaction products with epichlorohydrin","D-Glucitol, reaction products with epichlorohydrin",Does not have an individual approval but may be used under an appropriate group standard
68412-06-6,"9-Octadecenoic acid (9Z)-, C12-15-alkyl esters","9-Octadecenoic acid (9Z)-, C12-15-alkyl esters",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-09-9,"9-Octadecenoic acid (9Z)-, reaction products with triethylenetetramine","9-Octadecenoic acid (9Z)-, reaction products with triethylenetetramine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-13-5,"Octadecanoic acid, reaction products with diethylenetriamine","Octadecanoic acid, reaction products with diethylenetriamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-21-5,"Neodecanoic acid, rare earth salts","Neodecanoic acid, rare earth salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-26-0,"Molybdenum, bis(dibutylcarbamodithioato)di-.mu.-oxodioxodi-, sulfurized","Molybdenum, bis(dibutylcarbamodithioato)di-.mu.-oxodioxodi-, sulfurized",Does not have an individual approval but may be used under an appropriate group standard
68412-29-3,"Starch, hydrolyzed","Starch, hydrolyzed",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-36-2,"Silicic acid (H4SiO4), tetrapropyl ester, hydrolyzed, reaction products with dibutylbis[(1-oxododecyl)oxy]stannane","Silicic acid (H4SiO4), tetrapropyl ester, hydrolyzed, reaction products with dibutylbis(1-oxododecyl)oxystannane",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-37-3,"Silicic acid (H4SiO4), tetraethyl ester, hydrolyzed","Tetraethylsilicate, hydrolysed",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-38-4,C.I. Pigment Yellow 164,C.I. Pigment yellow 164,Does not have an individual approval but may be used under an appropriate group standard
68412-43-1,"2-Propenoic acid, reaction products with pentaerythritol and TDI","2-Propenoic acid, reaction products with pentaerythritol and TDI",Does not have an individual approval but may be used under an appropriate group standard
68412-48-6,"2-Propanone, reaction products with diphenylamine","2-Propanone, reaction products with diphenylamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-53-3,"Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, branched, phosphates","Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, branched, phosphates",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-54-4,"Poly(oxy-1,2-ethanediyl), .alpha.-(nonylphenyl)-.omega.-hydroxy-, branched",Polyoxyethylene branched-C9-alkylphenol,Does not have an individual approval but may be used under an appropriate group standard
68412-55-5,"Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(tridecyloxy)-, branched","Poly(oxy-1,2-ethanediyl), .alpha.-(carboxymethyl)-.omega.-(tridecyloxy)-, branched",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-56-6,"Platinum, chloro octanol complexes","Platinum, chloro octanol complexes",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-59-9,"Phosphoric acid, mixed lauryl and myristyl esters","Phosphoric acid, mixed lauryl and myristyl esters",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-60-2,"Phosphoric acid, mixed decyl and Et and octyl esters","Phosphoric acid, mixed decyl and Et and octyl esters",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-63-5,"Phosphoric acid, C12-15-alkyl esters","Phosphoric acid, C12-15-alkyl esters",Does not have an individual approval but may be used under an appropriate group standard
68412-68-0,"Phosphonic acid, perfluoro-C6-12-alkyl derivs.","Phosphonic acid, perfluoro-C6-12-alkyl derivs",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-69-1,"Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs.","Phosphinic acid, bis(perfluoro-C6-12-alkyl) derivs.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-79-3,C.I. Pigment Red 232,C.I. Pigment Red 232,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-86-2,"Starch, 2-hydroxypropyl ether, oxidized","Starch, 2-hydroxypropyl ether, oxidized",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68412-87-3,"Starch, 2-hydroxypropyl ether, polymer with (chloromethyl)oxirane","Starch, 2-hydroxypropyl ether, polymer with (chloromethyl)oxirane",Does not have an individual approval but may be used under an appropriate group standard
68413-03-6,"Alkenes, C2-18 .alpha.-, polymers with 4-methyl-1-pentene","Alkenes, C2-18 .alpha.-, polymers with 4-methyl-1-pentene",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-04-7,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[2-[bis(2-aminoethyl)methylammonio]methylethyl]-.omega.-hydroxy-, N,N'-ditallow acyl derivs., Me sulfates (salts)","Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-[2-[bis(2-aminoethyl)methylammonio]methylethyl]-.omega.-hydroxy-, N,N'-ditallow acyl derivs., Me sulfates (salts)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-10-5,"Coconut oil, polymer with ethylene glycol, glycerol and phthalic anhydride","Coconut oil, polymer with ethylene glycol, glycerol and phthalic anhydride",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-18-3,"Soybean oil, polymer with pentaerythritol, phthalic anhydride and vinyltoluene","Soybean oil, polymer with pentaerythritol, phthalic anhydride and vinyltoluene",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-24-1,"Cashew, nutshell liq., polymer with epichlorohydrin","Cashew, nutshell liq., polymer with epichlorohydrin",Does not have an individual approval but may be used under an appropriate group standard
68413-28-5,"Cashew, nutshell liq., polymer with ethylenediamine and formaldehyde","Cashew, nutshell liq., polymer with ethylenediamine and formaldehyde",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-29-6,"Cashew, nutshell liq., polymer with diethylenetriamine and formaldehyde","Cashew, nutshell liq., polymer with diethylenetriamine and formaldehyde",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-47-8,"Butanedioic acid, [(dipropoxyphosphinothioyl)thio]-, dibutyl ester","Butanedioic acid, (dipropoxyphosphinothioyl)thio-, dibutyl ester",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-48-9,"Butanedioic acid, [[bis[(2-ethylhexyl)oxy]phosphinothioyl]thio]-, dibutyl ester","Butanedioic acid, bis(2-ethylhexyl)oxyphosphinothioylthio-, dibutyl ester",Does not have an individual approval but may be used under an appropriate group standard
68413-60-5,"Ferrate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]hydroxy-, diammonium, (PB-7-11'-121'3'3)-","Ferrate(2-), [[N,N'-1,2-ethanediylbis[N-[(carboxy-.kappa.O)methyl]glycinato-.kappa.N,.kappa.O]](4-)]hydroxy-, diammonium, (PB-7-11'-121'3'3)-",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68413-81-0,"Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, [.mu.12-[orthosilicato(4-)-O:O:O:O':O':O':O'':O'':O'':O''':O''':O''']]tetracosa-.mu.-oxododecaoxododecamolybdate(4-) (4:1)","Ethanaminium, N-[4-[[4-(diethylamino)phenyl][4-(ethylamino)-1-naphthalenyl]methylene]-2,5-cyclohexadien-1-ylidene]-N-ethyl-, [.mu.12-[orthosilicato(4-)-O:O:O:O':O':O':O'':O'':O'':O''':O''':O''']]tetracosa-.mu.-oxododecaoxododecamolybdate(4-) (4:1)",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
684-16-2,"2-Propanone, 1,1,1,3,3,3-hexafluoro-","2-Propanone, 1,1,1,3,3,3-hexafluoro- (hexafluoro acetone)",HSNO Approval: HSR001060 Approved with controls
68-41-7,"3-Isoxazolidinone, 4-amino-, (4R)-","3-Isoxazolidinone, 4-amino-, (4R)-",Does not have an individual approval but may be used under an appropriate group standard
68419-46-5,"5-Octen-4-one, 2,7-dimethyl-","5-Octen-4-one, 2,7-dimethyl-",Does not have an individual approval but may be used under an appropriate group standard
6842-15-5,"1-Propene, tetramer","1-Propene, tetramer",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-04-4,Polydextrose,Polydextrose,Does not have an individual approval but may be used under an appropriate group standard
68424-09-9,"Castor oil, polymer with 1,1'-methylenebis[4-isocyanatobenzene]","Castor oil, polymer with 1,1'-methylenebis[4-isocyanatobenzene]",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-10-2,Cottonseed meal,Cottonseed meal,Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-13-5,"Fatty acids, C16-22 and C18-unsatd.","Fatty acids, C16-22 and C18-unsatd.",Does not have an individual approval but may be used under an appropriate group standard
68424-16-8,"Fatty acids, C14-18 and C16-18-unsatd., calcium salts","Fatty acids, C14-18 and C16-18-unsatd., calcium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-17-9,"Fatty acids, C14-18 and C16-18-unsatd., compds. with diethanolamine","Fatty acids, C14-18 and C16-18-unsatd., compds. with diethanolamine",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-23-7,"Fatty acids, C16-18 and C18-unsatd., potassium salts","Fatty acids, C16-18 and C18-unsatd., potassium salts",Does not have an individual approval but may be used under an appropriate group standard
68424-26-0,"Fatty acids, C16-18 and C18-unsatd., sodium salts","Fatty acids, C16-18 and C18-unsatd., sodium salts",Does not have an individual approval but may be used under an appropriate group standard
68424-31-7,"Fatty acids, C5-10, esters with pentaerythritol","Fatty acids, C5-10, esters with pentaerythritol",Does not have an individual approval but may be used under an appropriate group standard
68424-33-9,"Carboxylic acids, C5-9, mixed esters with pentaerythritol and valeric acid","Carboxylic acids, C5-9, mixed esters with pentaerythritol and valeric acid",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-34-0,"Fatty acids, C5-10, mixed esters with pentaerythritol and valeric acid","Fatty acids, C5-10, mixed esters with pentaerythritol and valeric acid",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-37-3,"Fatty acids, C14-22","Fatty acids, C14-22",Does not have an individual approval but may be used under an appropriate group standard
68424-38-4,"Fatty acids, C16-18, sodium salts","Fatty acids, C16-18, sodium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-39-5,"Fatty acids, C14-18-unsatd.","Fatty acids, C14-18-unsatd.",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-40-8,"Fatty acids, C18-unsatd., dimers, bis(2-ethylhexyl) esters","Fatty acids, C18-unsatd., dimers, bis(2-ethylhexyl) esters",Does not have an individual approval but may be used under an appropriate group standard
68424-41-9,"Fatty acids, C18-unsatd., dimers, polymers with triethylenetetramine, reaction products with poly(bisphenol A diglycidyl ether)","Fatty acids, C18-unsatd., dimers, polymers with triethylenetetramine, reaction products with poly(bisphenol A diglycidyl ether)",Does not have an individual approval but may be used under an appropriate group standard
68424-43-1,"Fatty acids, lanolin",Lanolin fatty acids,Does not have an individual approval but may be used under an appropriate group standard
68424-44-2,"Fatty acids, lanolin, calcium salts","Fatty acids, lanolin, calcium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-45-3,"Fatty acids, linseed-oil","Fatty acids, linseed-oil",Non hazardous
68424-50-0,"Fatty acids, tall-oil, C12-15-alkyl esters, sulfated, sodium salts","Fatty acids, tall-oil, C12-15-alkyl esters, sulfated, sodium salts",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-51-1,"Fatty acids, tall-oil, compds. with salicylic acid 2-(aminoiminomethyl)hydrazide","Fatty acids, tall-oil, compds. with salicylic acid 2-(aminoiminomethyl)hydrazide",Does not have an individual approval but may be used as a component in a product covered by a group standard. It is not approved for use as a chemical in its own right.
68424-59-9,"Glycerides, C14-22 and C16-22-unsatd.","Glycerides, C14-22 and C16-22-unsatd.",Does not have an individual approval but may be used under an appropriate group standard
